district_code,subdistrict_code,village_cod,village_name,num_households,centre_lat,centre_long,ne_lat,ne_long,sw_lat,sw_long
207,1087,220117,Gohuma Bairia,2087,26.3803036,86.403543,26.3995245,86.4206848,26.3676852,86.379242
207,1087,220118,Sisauni,189,26.5660903,85.9687688,26.5761604,85.9815597,26.5533543,85.9537124
207,1087,220119,Murbala,189,26.3694481,86.3820191,26.3758316,86.3899996,26.3667393,86.377968
207,1087,220121,Amouja,734,26.3730303,86.4073403,26.3787024,86.408962,26.3647453,86.4029593
207,1087,220122,Saini,1502,26.3532054,86.3807527,26.367939,86.3977888,26.3430805,86.3576431
207,1087,220124,Dharamdiha,574,26.3412875,86.3756867,26.3482454,86.3910064,26.3314665,86.365814
207,1087,220125,Bachhauni,458,26.3281184,86.3794862,26.333309,86.3935623,26.3254375,86.3687896
207,1087,220126,Jagatpur,712,26.3682282,86.0555095,26.3858929,86.0757904,26.3560619,86.0321351
207,1087,220127,Khargawan,425,25.1421156,85.5676424,25.1470715,85.570879,25.1395738,85.5627251
207,1087,220128,Sijaulia,1311,26.3441849,86.4326489,26.348937,86.4366961,26.339076,86.4302373
207,1087,220129,Baika,725,26.1380575,86.2691848,26.1456533,86.2805486,26.1303388,86.259563
207,1087,220130,Laksena,292,26.3365144,86.3617528,26.3479118,86.3682555,26.3261659,86.352211
207,1087,220131,Mahindwar,884,26.3171936,86.355418,26.3333014,86.3714066,26.3056202,86.3434522
207,1087,220132,Az Rakbe Mahindwar,200,26.3129318,86.3617528,26.3178901,86.367691,26.3086509,86.3578033
207,1088,220133,Maheshwara,1349,26.4498047,86.1933356,26.4636019,86.2084043,26.4282207,86.18544
207,1088,220134,Bagaul,336,26.4387336,86.2120379,26.4449863,86.2203751,26.4333878,86.2053375
207,1088,220135,Ghonghaur,1814,25.5285773,86.3427458,25.547531,86.3654327,25.4958839,86.3312454
207,1088,220136,Shyamsidhap,447,26.4260442,86.2336343,26.4317494,86.2388762,26.4192219,86.2208708
207,1088,220137,Bhatgawan,509,25.4856386,87.0674215,25.5075684,87.0866314,25.4687996,87.0521924
207,1088,220138,Madhwapur,117,26.4098724,86.2349044,26.4134996,86.2415085,26.4049053,86.2313918
207,1088,220139,Bairia,202,27.1205069,84.4999323,27.1285094,84.505928,27.1135748,84.4963454
207,1088,220140,Satghara,1095,26.4230241,86.2635707,26.4285132,86.273008,26.4191246,86.2589921
207,1088,220142,Murhadi,1257,26.4442593,86.2588525,0,0,0,0
207,1088,220143,Bela,304,24.9694491,84.973511,24.9747597,84.9820745,24.9616545,84.964701
207,1088,220144,Tirhuta,1352,26.458386,86.2390242,0,0,0,0
207,1088,220145,Bausi,546,24.8128589,87.0449381,24.8168906,87.0537566,24.8019333,87.0341339
207,1088,220146,Chhaurahi,1492,25.891455,85.4404228,25.9012241,85.453682,25.8790989,85.4338377
207,1088,220147,Bhatchaura,1143,26.5181892,86.1987706,26.5331879,86.2318648,26.5064144,86.191597
207,1088,220148,Baruwar,1402,26.3849799,86.5955813,26.3940087,86.6176147,26.3303278,86.5731811
207,1088,220150,Tola Barhmotar,251,26.5016617,86.2526823,26.5070419,86.2551115,26.4968529,86.2454986
207,1088,220151,Hanumannagar,152,26.0928847,86.2907568,26.1000703,86.2996243,26.0876216,86.2811279
207,1088,220152,Deora,427,26.37965,85.7833228,26.3846874,85.790741,26.3766956,85.7693252
207,1088,220153,Bela,1898,24.9694491,84.973511,24.9747597,84.9820745,24.9616545,84.964701
207,1088,220154,Sonmati,686,26.4933553,86.3300705,26.5044994,86.3453367,26.4818668,86.3192444
207,1088,220155,Teghra,1765,25.4857289,85.9483381,25.4976323,85.9670396,25.4785688,85.9315058
207,1088,220156,Barail,581,26.033904,86.5930592,26.0452708,86.5996629,26.0206927,86.5828019
207,1088,220158,Jatahi,320,26.4644144,86.3503495,26.4784316,86.3586273,26.4546947,86.3371124
207,1088,220159,Madan dobh,461,26.4582638,86.340211,26.4697799,86.3464582,26.4502066,86.3331602
207,1088,220161,Tola Agari,285,26.474305,86.3338735,26.4795284,86.3391038,26.4692898,86.3288269
207,1088,220163,Khojpur,775,26.4759399,86.340211,26.4867067,86.3523246,26.4659245,86.3243437
207,1088,220165,Nabnagar,230,24.6067913,84.1274624,0,0,0,0
207,1088,220166,Balirajpur,493,26.4560439,86.3110516,26.4606933,86.3207931,26.4486045,86.3023985
207,1088,220168,Ramnipatti,271,26.4498904,86.3009052,26.4527682,86.3069762,26.4412592,86.2952651
207,1088,220169,Kharagbani,1774,26.471756,86.2920255,26.4857692,86.3050384,26.4518585,86.2775726
207,1088,220170,Pirhi,1454,26.4788247,86.2806064,26.4836338,86.2873613,26.4737614,86.2753558
207,1088,220172,Barhi,1728,26.4473978,86.2615689,26.4613608,86.2739714,26.4334888,86.2427061
207,1088,220173,Dudahi,406,26.4524432,86.2856819,26.4573571,86.2905156,26.449788,86.2789391
207,1088,220174,Mafi Mahuahi,159,26.4305068,86.263473,26.4338283,86.2667463,26.4280947,86.2616271
207,1088,220175,Mahuahi,934,25.1793029,84.3160725,25.1843491,84.3222885,25.1748238,84.3126372
207,1088,220177,Bikram Sher,441,26.4240689,86.6283557,26.4290466,86.6519164,26.4144077,86.6158217
207,1088,220178,Dhamaura,706,26.9752715,84.498621,26.9867534,84.5094146,26.9633006,84.4869232
207,1088,220179,Jabdi,480,26.4202309,86.2932941,26.4299448,86.3003923,26.4126396,86.2867736
207,1088,220180,Lohapipar,377,26.4467478,86.2932941,26.4512768,86.2987447,26.4425835,86.2876511
207,1088,220181,Misraulia,1258,25.5591433,83.9868682,25.5675277,83.9948193,25.5513573,83.9784089
207,1088,220182,Jasrajpur,235,26.4088367,86.3085152,26.4133377,86.3128508,26.4060153,86.3053437
207,1088,220183,Rahikpur,336,26.4182738,86.3302326,26.426834,86.3338745,26.4035223,86.3115542
207,1088,220184,Pachrukhi,1591,26.1615001,84.4139838,26.1678504,84.4191599,26.1567476,84.4087892
207,1088,220185,Garhi,453,24.7874933,86.082742,24.8152485,86.1050033,24.7715988,86.0736924
207,1088,220186,Barhara,764,25.6889818,84.7237198,25.6948585,84.7437742,25.6785087,84.7183456
207,1088,220187,Arazi Az Rakbe Barhara,321,26.4293595,86.3332397,26.4318981,86.3363952,26.4264011,86.3297575
207,1088,220188,Kulharia,887,26.4020869,86.3326058,26.4149321,86.3468474,26.3808498,86.3206862
207,1088,220189,Parsa,448,25.8141503,84.9054534,0,0,0,0
207,1088,220190,Bardaha,620,26.3302855,87.5272212,26.351511,87.5404281,26.3146972,87.5119777
207,1088,220191,Bardahi Barhara,2147,26.439651,86.3573856,26.4463218,86.3679254,26.4315796,86.3484713
207,1088,220192,Basaha,1462,26.2174458,84.787686,26.2239495,84.7968138,26.2129537,84.7747497
207,1088,220193,Jagarnathpur,211,25.649025,87.5939487,25.6683064,87.6093368,25.6359654,87.5635528
207,1088,220194,Sonpatahi,895,26.455126,86.2755304,26.4576567,86.2813794,26.449377,86.2698593
207,1088,220195,Sarara,957,26.3943394,86.3756867,26.408535,86.3878553,26.3842259,86.358574
207,1089,220196,Rasidpur,1404,25.6366918,85.8511827,25.6440239,85.8582611,25.6263447,85.8415755
207,1089,220199,Beta Kakarghati,1028,26.4393708,86.1255609,26.4488582,86.1404799,26.4272727,86.1129989
207,1089,220200,Kothia,615,25.8543777,85.6203594,25.8600101,85.6385881,25.8432482,85.604393
207,1089,220201,Darha,631,24.935919,86.3123197,24.9498386,86.336624,24.9182092,86.2870787
207,1089,220202,Thengha,470,26.1390987,86.3097834,26.1456725,86.3227987,26.1310518,86.2998605
207,1089,220203,Thahar,572,26.4414262,86.1471939,26.4469641,86.1615219,26.430254,86.1379927
207,1089,220204,Sarabe,1138,26.458827,86.1370148,26.4721354,86.1588133,26.4456196,86.1221541
207,1089,220205,Sater,260,26.4762255,86.1268337,26.4849223,86.1347581,26.4704704,86.1186905
207,1089,220206,Lachhmipur,1181,26.6158818,84.8620054,26.6408614,84.8937224,26.6063994,84.853874
207,1089,220207,Nararh (Part in Kaluahi),1992,26.4626396,86.0606074,26.4692669,86.0677958,26.4582215,86.0565948
207,1089,220208,Mahua Ekdara,1662,26.5143056,86.1191966,26.5367469,86.1341018,26.4887123,86.0952988
207,1089,220209,Biraul,827,25.9426399,86.2437941,25.9542198,86.2573581,25.9339454,86.2282563
207,1089,220210,Hathiahi,399,26.328941,84.7772474,26.3338393,84.7807461,26.3255424,84.7729872
207,1089,220211,Datwar,1071,26.4838852,86.1369683,26.4912605,86.1496274,26.469576,86.1191099
207,1089,220212,Behta,345,26.4783493,86.1510105,26.4863776,86.1577606,26.4722518,86.1488495
207,1089,220213,Suki,1436,26.3990653,85.4543186,26.4061222,85.4597166,26.3929233,85.4467847
207,1089,220214,Maina,154,25.6764144,86.719002,25.682723,86.7342068,25.6659173,86.7110753
207,1089,220215,Maniarwa,687,26.4666356,86.1535548,26.4761677,86.1601334,26.4608459,86.146858
207,1089,220216,Inarwa,826,27.119712,84.592955,27.1332455,84.6012496,27.1125374,84.5785065
207,1089,220217,Khajauli,620,26.4852879,86.1604495,26.4958563,86.1710054,26.4798138,86.1540021
207,1089,220218,Madna,255,26.376529,86.3706203,26.3877352,86.3831253,26.3642559,86.3603439
207,1089,220219,Lachhmipur,465,26.6158818,84.8620054,26.6408614,84.8937224,26.6063994,84.853874
207,1089,220221,hariswara,563,26.4482698,86.1828047,26.4569567,86.188469,26.4382551,86.1724777
207,1089,220222,Kanhauli,1600,25.5822252,84.9180065,25.5881526,84.9249172,25.5778371,84.9125897
207,1089,220223,Mahrajpur,601,26.4653809,86.2171202,26.4689404,86.2225486,26.4617562,86.2113476
207,1089,220224,Chandardih,413,24.9592086,87.0425059,24.9648514,87.0622098,24.9462396,87.0357208
207,1089,220225,Chandar Gobraura,3901,26.4814141,86.2107672,26.5100479,86.2328109,26.4547557,86.1830522
207,1089,220226,Bhakua,2585,26.5099341,86.188902,26.5144622,86.1942459,26.5062787,86.1850296
207,1089,220227,Kormauli ( Part in Kaluahi ),764,26.4626396,86.0606074,26.4692669,86.0677958,26.4582215,86.0565948
207,1090,220228,Nararh (Part in Khajauli),1969,26.4852879,86.1604495,26.4958563,86.1710054,26.4798138,86.1540021
207,1090,220230,Pursaulia,2039,26.5120353,86.0658365,26.5168356,86.0722175,26.5069144,86.0591988
207,1090,220232,Malmal,4665,26.4850476,86.0480029,26.4992145,86.0603027,26.4712034,86.0356978
207,1090,220233,Koluahi,464,26.4626396,86.0606074,26.4692669,86.0677958,26.4582215,86.0565948
207,1090,220234,Harpur,3587,25.4408945,84.0520934,25.4428483,84.0536928,25.4375777,84.0492297
207,1090,220235,Keota,514,25.6332294,85.833266,25.6520309,85.8461456,25.6151809,85.8190766
207,1090,220236,Subhankarpur,1263,26.4252932,86.0414878,26.4307003,86.0475005,26.4214782,86.035942
207,1090,220237,Loha,682,26.4189175,86.0472317,26.4247457,86.0522142,26.415389,86.0392993
207,1090,220238,Belahi,307,26.2761276,86.1370148,26.2853451,86.1576612,26.2574137,86.1240387
207,1090,220240,Dokahar,629,26.4176436,86.0848153,26.4265842,86.1003648,26.4074669,86.0704041
207,1090,220241,Madhaipur,831,26.3413288,85.307159,26.3489036,85.3163679,26.334402,85.2928239
207,1090,220242,Kormauli ( Part in Khajauli ),1597,26.4852879,86.1604495,26.4958563,86.1710054,26.4798138,86.1540021
207,1090,220243,Karpur,185,26.4506023,86.1051922,26.4583414,86.1164244,26.4445305,86.0944673
207,1090,220244,Kaparia,400,26.4515552,86.0860891,26.4632071,86.0962751,26.4440211,86.0787583
207,1090,220245,Dealpalo,361,26.4650531,86.0950048,26.471424,86.1042405,26.4557837,86.0859605
207,1090,220246,Palimohan,1190,26.4699211,86.1115583,26.4827861,86.1254043,26.4508819,86.0932772
207,1090,220247,Kalikapur,2201,26.496593,86.0905472,26.5014747,86.0980082,26.4907974,86.0863567
207,1091,220248,Kesuli,487,26.501805,85.9576689,26.5075285,85.9715192,26.4894486,85.9474035
207,1091,220249,Manpaur,2244,26.7410558,85.7128096,26.7504157,85.7279734,26.7305049,85.6999279
207,1091,220250,Ladaut,631,26.457351,85.9240662,26.4621751,85.9315568,26.4438208,85.9116517
207,1091,220251,Mahamadpur,780,25.9535817,84.4645184,25.976612,84.4826202,25.9407691,84.439476
207,1091,220252,Barantpur,325,26.1728331,84.664203,26.1789646,84.6714807,26.1681671,84.6557695
207,1091,220253,Teoth,2180,26.4760201,85.9074526,26.4992065,85.9282226,26.4547652,85.8785095
207,1091,220254,Adhwari,462,26.4862903,85.9061744,26.4945125,85.9161526,26.482153,85.8939134
207,1091,220256,Khutauna,401,26.5012234,86.3976042,26.5143785,86.4142941,26.4875935,86.3871124
207,1091,220257,Salha,491,25.7521946,85.7589743,25.7599693,85.765963,25.7473492,85.7501916
207,1091,220258,Deuri,169,24.9061239,84.191193,24.944877,84.2035666,24.8821251,84.1490103
207,1091,220259,Dhanauja,549,26.469251,85.8767674,26.4781285,85.8819351,26.4581144,85.8693542
207,1091,220260,Arazi Uchaith,143,26.4551338,85.872291,26.4589634,85.876381,26.45191,85.8684387
207,1091,220261,Uchaith,487,26.4517282,85.8818829,26.4607619,85.8877106,26.4467678,85.8674088
207,1091,220262,jagat,372,26.4444021,85.8831617,26.4512004,85.8906402,26.4385223,85.8764876
207,1091,220263,Arazi Jagat,159,26.438585,85.8857191,26.4414213,85.8898162,26.4352568,85.8800581
207,1091,220264,Kachhara,691,26.4325477,85.8806041,26.4433077,85.8887098,26.4243966,85.8736115
207,1091,220265,Betauna,570,26.4336158,85.866535,26.4481734,85.8769455,26.4243983,85.8582075
207,1091,220266,Samada,905,26.4509914,85.8563007,26.4642029,85.8679123,26.4428062,85.8364105
207,1091,220267,Lorika,489,26.4642806,85.8575801,26.4731502,85.870796,26.458269,85.8412782
207,1091,220268,Sohraul,837,26.4456341,85.8492634,26.4509984,85.8567045,26.4416142,85.8432297
207,1091,220269,Chandpura,128,25.4961575,86.2077385,25.5136203,86.2227402,25.4857255,86.1939774
207,1091,220270,Chandpur Patti,557,26.4167999,85.8198244,26.4254455,85.8237533,26.4091835,85.8152616
207,1091,220271,Chandpura,457,25.4961575,86.2077385,25.5136203,86.2227402,25.4857255,86.1939774
207,1091,220273,Dhanukhi,311,26.443613,85.8050987,26.4520283,85.8096619,26.438099,85.7969896
207,1091,220274,Madhopur,441,26.3431608,84.4500844,26.3473928,84.4555306,26.3366146,84.4449198
207,1091,220275,Barri,1576,26.4573591,85.7717907,26.4714478,85.8173677,26.442108,85.7552455
207,1091,220276,Bishunpur,642,25.7882434,85.3433404,25.7928504,85.34774,25.7821979,85.3364487
207,1091,220277,Agaropatti,192,26.4239069,85.7858851,26.4302063,85.7921905,26.4208906,85.7816391
207,1091,220278,Makea,547,25.0960742,85.3131194,27.5213199,88.289752,24.286278,83.3148651
207,1091,220279,Bishai Larugawan,387,26.4177906,85.7781977,26.4217223,85.7822569,26.4103297,85.7731323
207,1091,220280,Larugawan,275,26.4131086,85.7692277,26.4225234,85.776169,26.4033604,85.7618635
207,1091,220281,Bhagwatipur,298,26.3081983,86.1789905,26.3122596,86.1931302,26.3041534,86.1676328
207,1091,220282,Agai,230,26.402158,85.7724315,26.4049434,85.7843093,26.3994407,85.7624967
207,1091,220283,Bagwasa,365,26.4062352,85.7858851,26.4113845,85.788414,26.4018554,85.7828141
207,1091,220284,Shahpur,468,25.5859834,84.4486628,25.5900137,84.4531911,25.5816881,84.4416972
207,1091,220285,Rampur,221,27.0592413,84.5458072,27.0733795,84.5552213,27.0524405,84.5282364
207,1091,220287,Chholkara,142,26.4177893,85.7906892,26.4190655,85.7917328,26.4162446,85.7893752
207,1091,220288,Shivnagar,558,26.4199021,85.7999758,26.4274329,85.8081664,26.4111786,85.7820434
207,1091,220289,Sonhauli,536,26.0671357,84.7446146,26.0748244,84.7534275,26.0564745,84.7396088
207,1091,220290,Matrahari,199,26.4164172,85.831986,26.4253769,85.8424892,26.4027614,85.8155061
207,1091,220291,Basaitha,1358,26.4068801,85.8351804,0,0,0,0
207,1091,220293,Matrahari,349,26.4164172,85.831986,26.4253769,85.8424892,26.4027614,85.8155061
207,1091,220294,Karhara,1134,26.1457285,86.4120867,26.1471076,86.4131677,26.1443627,86.4104426
207,1091,220295,Uren,329,26.4216869,85.8614181,26.4276104,85.874771,26.41156,85.8530351
207,1091,220296,Ranipur,196,25.5886429,85.2106976,25.598467,85.2242491,25.580302,85.194363
207,1091,220297,Najira,1048,26.4060234,85.8379899,26.4095486,85.8448562,26.3992233,85.836113
207,1091,220298,Meghban,989,26.3972343,85.8307059,26.406702,85.8494339,26.3872451,85.8187333
207,1091,220299,Rajban,159,26.3862436,85.832626,26.3893259,85.8428113,26.3813075,85.8264315
207,1091,220300,Pali,2087,25.490061,84.9856546,25.4961527,84.9983217,25.4825706,84.9722212
207,1091,220301,Damaodarpur,610,26.4107865,85.8921123,26.421566,85.9122849,26.3986758,85.8614274
207,1091,220302,Ahpur,373,26.4046022,85.8818829,26.4137039,85.8904801,26.4000187,85.873001
207,1091,220303,Ganguli,926,26.3928192,85.8818829,26.405201,85.8935242,26.3859024,85.8692091
207,1091,220304,Balia,751,25.39925,86.355409,0,0,0,0
207,1091,220306,Andhri,1083,26.2198753,86.0198103,26.2275446,86.030716,26.2109375,85.985893
207,1091,220307,Kataia,1399,26.563057,84.079641,0,0,0,0
207,1091,220308,Bankata,592,26.4208395,85.8831617,26.4269809,85.8992996,26.4116133,85.8680571
207,1091,220309,Behata,1378,26.4402409,85.8921123,26.4468581,85.9001738,26.4336106,85.8864034
207,1091,220310,Benipatti,3105,26.4465698,85.9074526,26.4565117,85.9273768,26.4364833,85.8969551
207,1091,220311,Parsauna,2120,25.8729865,85.0934624,25.8791923,85.1058121,25.8398437,85.0769805
207,1091,220312,Erua,333,26.424311,85.9534465,26.4296492,85.9617615,26.4078713,85.9448394
207,1091,220313,Parkhauli Tikuli,620,26.4187073,85.9636618,26.429634,85.9739533,26.4149532,85.9565505
207,1091,220314,Atrauli,571,24.9537789,83.7564317,24.954855,83.7574921,24.9467258,83.7538146
207,1091,220315,Dhagjara,1203,26.435949,85.9483381,26.4435958,85.9636688,26.4258632,85.9420015
207,1091,220316,Chanpura,352,26.4319824,85.8102212,26.4538765,85.8339157,26.4107647,85.7994613
207,1091,220317,Chatra,820,26.458147,85.9521694,26.4622077,85.96154,26.4464912,85.9450531
207,1091,220318,Akuli,312,26.4475861,85.9432291,26.4591579,85.9489975,26.4405231,85.937477
207,1091,220319,Depura,945,25.7741874,86.8646909,25.7841109,86.8767548,25.7683028,86.8573228
207,1091,220320,Barhampura,764,25.5933018,84.2963392,25.6106872,84.31678,25.579237,84.2760391
207,1091,220321,Dumra,483,25.0458808,83.9664886,25.0516756,83.9793013,25.0335827,83.9578323
207,1091,220322,Akaur,1202,26.4912976,85.9518575,26.4985193,85.9674758,26.4684315,85.9325788
207,1091,220323,Nagwas,957,26.4779012,85.9738752,26.4871729,85.9836578,26.4664707,85.9604569
207,1091,220324,Karhi,1980,26.4603739,85.9789811,26.486885,85.9915008,26.4479198,85.9585646
207,1091,220325,Naokarhi,955,26.4470127,85.9751517,26.4547176,85.9807579,26.4389361,85.9588128
207,1091,220328,Ektara,614,26.4432728,85.9993997,26.4533195,86.0094146,26.435547,85.9853822
207,1091,220329,Mahua,224,25.8147343,85.3969353,0,0,0,0
207,1091,220332,Paraul,699,26.4572219,86.0146043,26.463314,86.0332031,26.4375857,86.0070725
207,1091,220333,Parjuar,2560,26.4669778,86.0045031,26.4815763,86.0272139,26.4421044,85.987526
207,1091,220334,Dhanga,1532,26.4618839,86.0451419,26.4657948,86.0510485,26.4577566,86.0395755
207,1091,220337,Jhonjhi,456,26.4495362,86.0229057,26.452206,86.0262908,26.4275703,85.9990846
207,1091,220338,Mureth,1339,26.4323406,86.0300126,26.4402331,86.0498044,26.4206466,86.0206454
207,1091,220339,Bijalpura,915,26.4161035,86.0287374,26.4234123,86.0378648,26.4057215,86.021126
207,1091,220340,Kapasia,1215,25.0512526,84.2133876,25.0574397,84.2246397,25.0416431,84.2021712
207,1091,220342,Pauna,457,25.5940947,85.1375645,25.6564425,85.2687289,25.5596324,85.017357
207,1091,220343,Nagdah Balain,1710,26.4273777,86.0192126,0,0,0,0
207,1091,220344,Kusmaul,355,26.4255992,85.9993997,26.4359341,86.0105286,26.417118,85.9943084
207,1091,220347,Anrer,3690,26.4046223,85.986639,26.4448184,86.0002441,26.3895109,85.9641951
207,1091,220348,Bhaduli,505,26.4113788,85.9649386,26.4168206,85.9726944,26.4038257,85.9556884
207,1091,220349,Baijalpur,260,25.0834629,84.6806003,25.0958194,84.7024002,25.0697097,84.6618422
207,1092,220351,Sibaul,770,26.3676685,85.8780463,26.3715246,85.8880918,26.3602541,85.871872
207,1092,220352,Rathos,1743,26.368811,85.866535,26.3804301,85.8857497,26.3525749,85.8560027
207,1092,220353,Bardaha,742,26.3302855,87.5272212,26.351511,87.5404281,26.3146972,87.5119777
207,1092,220354,Madhpur,124,26.1779962,85.8671746,26.1803263,85.8718033,26.1747799,85.8618622
207,1092,220355,Jagban,2346,26.3565122,85.8414056,26.3708572,85.8668363,26.3460388,85.826538
207,1092,220356,Hiropatti,446,26.3485894,85.8294259,26.3558482,85.8385389,26.3437347,85.8226165
207,1092,220357,Janipur,500,25.6924354,85.208324,25.701838,85.2445677,25.6738175,85.1956908
207,1092,220358,Madhopur,153,26.3431608,84.4500844,26.3473928,84.4555306,26.3366146,84.4449198
207,1092,220359,Sarsoti,348,26.3464568,85.8575801,26.3489914,85.8616409,26.3425521,85.8497469
207,1092,220360,Tisi Narsam,3000,26.356105,85.8852868,26.3689594,85.9014891,26.3461913,85.8734739
207,1092,220361,Damla,806,30.0895918,77.2117733,30.100726,77.2284374,30.0742996,77.1993683
207,1092,220362,Baingra,836,26.4916244,85.8358259,26.5001317,85.842964,26.4754256,85.8259583
207,1092,220363,Balha,1097,26.0618289,86.1589952,26.0658177,86.1669539,26.0579024,86.1518251
207,1092,220364,Marwa,382,25.4042985,86.9235958,25.4110941,86.9310504,25.4000768,86.9162581
207,1092,220365,Chahuta,2010,26.3145941,85.8255855,26.3302822,85.8343888,26.2925472,85.8177564
207,1092,220366,Gorhaul,640,26.2984984,85.8294259,26.3053818,85.8417281,26.290674,85.8189466
207,1092,220368,Sadullahpur,1191,25.9043952,85.1505291,25.9139118,85.1623078,25.8923815,85.1322937
207,1092,220369,Dudhail,503,26.3081416,85.8700527,26.3106364,85.874855,26.3042087,85.867363
207,1092,220370,Raghauli,1597,26.3082252,85.8601388,26.3137473,85.8701096,26.3025778,85.8545381
207,1092,220371,Usauth,570,26.3033804,85.871012,26.3095168,85.8776625,26.3011664,85.866455
207,1092,220373,Singhia,4505,25.8412119,86.1605994,25.8535564,86.174088,25.8352906,86.1466863
207,1092,220374,Singhaso,2408,26.2992636,85.9074526,26.3139572,85.9237977,26.2920645,85.8927001
207,1092,220375,Chaparia,863,26.3113417,85.917677,26.3188247,85.9288255,26.3012868,85.9104233
207,1092,220376,Nurchak,3111,25.2164172,84.8678686,25.2210692,84.8705141,25.213667,84.8651809
207,1092,220377,Bisfi,2832,26.3192357,85.8844404,26.3369483,85.9042969,26.3010234,85.8651123
207,1092,220378,Bherwa,1430,26.3397887,85.8818829,26.3499145,85.8898619,26.3341216,85.8728941
207,1092,220379,Sakrari,407,26.3415909,85.8933908,26.3488998,85.9033052,26.3341655,85.8884202
207,1092,220380,Parohi,549,26.3586704,85.8991232,26.363534,85.9059907,26.3493638,85.8932161
207,1092,220381,Patauna,855,25.2956083,84.8294211,25.305107,84.8354875,25.2881736,84.8233108
207,1092,220382,Usrahi,478,26.3637188,85.9084587,26.3675668,85.9137282,26.3609805,85.9042986
207,1092,220383,Parsauni,4187,26.393841,85.917677,26.3982895,85.9224845,26.3807977,85.9085369
207,1092,220385,Raghopur,736,25.5338122,85.3835124,25.5425758,85.4017407,25.5260985,85.3663711
207,1092,220386,Nahar Rupauli,2785,26.3572219,85.9308393,26.3692435,85.9503706,26.340845,85.9105073
207,1092,220387,Sohans,1276,26.4007449,85.9534465,26.4103812,85.9693984,26.3861255,85.9424741
207,1092,220388,Raghepura,1131,26.4048394,85.9419518,26.4107818,85.9487608,26.3968695,85.9377642
207,1092,220389,Ajnauli,550,26.4068646,85.933551,26.4114511,85.9432981,26.3860169,85.9277037
207,1092,220390,Bajraha,331,26.3826364,85.9381197,26.3922673,85.9482345,26.3751468,85.9211884
207,1092,220391,Genaur,917,26.381055,85.9342873,26.3828738,85.9390067,26.3770299,85.9312176
207,1092,220392,Kerwar,976,26.3830689,85.9534465,26.3955041,85.9606095,26.3732433,85.9374542
207,1092,220394,Jafra,1031,25.1749087,85.3642427,25.1823312,85.3809663,25.1699294,85.3606719
207,1092,220395,MokAdampur,172,26.3882407,85.9802575,26.3940581,85.9879533,26.3855037,85.9709015
207,1092,220396,Belaunja,872,26.3824911,85.9853628,26.3913803,85.9931258,26.3766651,85.9779737
207,1092,220397,Chandarbana,235,26.3456993,85.9342873,26.3509217,85.9404524,26.342718,85.9264449
207,1092,220398,Bhagauti,492,26.3395169,85.9240662,26.3439463,85.9304124,26.333435,85.9173735
207,1092,220399,Marhia,398,27.0723252,84.4303959,27.0876369,84.4531017,27.0595474,84.4126814
207,1092,220401,Khairi Banka,3540,26.3414631,85.9387405,0,0,0,0
207,1092,220402,Dhepura,947,26.310914,85.9547235,26.3141504,85.9584848,26.3081589,85.9513071
207,1092,220403,Aunsi Babhangawan,2925,26.3200286,85.950002,0,0,0,0
207,1092,220404,Bhoj Paraul,1743,26.3419633,85.9585544,26.3495617,85.9766157,26.3206299,85.939819
207,1092,220405,Simri,2196,26.0057905,86.3494438,26.0100853,86.3566159,26.0008286,86.3443422
207,1092,220407,Salempur,490,25.0359363,84.8424571,25.0424901,84.8487777,25.0310668,84.8352661
207,1093,220408,Chandar Senpur,894,26.3720007,85.9789811,26.3788205,85.9872207,26.3589344,85.9721228
207,1093,220409,Dhelpurwa,335,26.3797586,85.9930198,26.3816737,85.996887,26.3763713,85.9907685
207,1093,220410,Satlakha,322,26.3857221,85.9955719,26.3896943,86.0106582,26.3802566,85.9899826
207,1093,220411,Tala lak Sayar,242,26.3859353,86.0032273,26.3899173,86.0059051,26.3825492,85.9978561
207,1093,220413,Hasanpur,1530,25.7466849,86.2031426,25.7565554,86.2180631,25.7320803,86.1927184
207,1093,220415,Kakraul,3230,26.3462645,86.0070547,26.365856,86.0339051,26.3299713,85.974693
207,1093,220416,Kharauwa,778,26.3425357,85.9789811,26.3499832,85.9954604,26.3343048,85.9665527
207,1093,220417,Jagat,310,26.4444021,85.8831617,26.4512004,85.8906402,26.4385223,85.8764876
207,1093,220423,Gajwa Basauli,132,26.331829,85.9649386,26.3339672,85.971672,26.3266505,85.957245
207,1093,220424,Basauli,2427,26.3247122,85.9738752,26.3409901,85.9969559,26.3135758,85.9541853
207,1093,220426,Ijra,2643,26.3058036,86.0060222,26.3238315,86.0306929,26.2916202,85.9965973
207,1093,220427,Malangia,786,26.3268515,86.0300335,26.3302876,86.037178,26.3055171,86.0124814
207,1093,220428,Dumri,1129,25.6228212,84.1843932,25.6295709,84.1932965,25.6190845,84.1773319
207,1093,220429,Harirampatti,348,26.3357966,86.0280998,26.3440188,86.0331269,26.3299694,86.0241621
207,1093,220430,Kokri,868,26.3497058,86.0249117,26.3632734,86.035103,26.3422297,86.0179518
207,1093,220431,Rahika,2453,26.3785911,86.0203361,26.3864877,86.0253525,26.3683405,86.0122204
207,1093,220432,Pokhrauni,883,26.3983569,86.026187,26.4036325,86.0319614,26.3945606,86.0215329
